zipcode,DealerName,Address,Link,city,state,county_name,Latitude,IV_link,Longitude
31021,Pitts Toyota,"210 North Jefferson Street, Dublin, Georgia 31021",http://www.pittstoyota.com,Dublin,GA,Laurens County,NA,http://pittstoyota.com/New-Inventory.aspx,NA
31061,Five Star Toyota of Milledgeville,"2401 North Columbia St., Milledgeville, Georgia 31061",http://www.fivestartoyotaofmilledgeville.com,Milledgeville,GA,Baldwin County,NA,http://www.fivestartoyotaofmilledgeville.com/new-inventory/index.htm,NA
31088,Lowe Toyota of Warner Robins,"375 S. Houston Lake Road, Warner Robins, Georgia 31088",http://www.lowetoyota.com,Warner Robins,GA,Houston County,NA,http://www.lowetoyota.com/new-inventory/index.htm,NA
31210,Butler Toyota,"4580 Riverside Drive, Macon, Georgia 31210",http://www.butlertoyota.com,Macon,GA,Bibb County,NA,http://macon.butlertoyota.com/new-inventory/index.htm,NA
31405,Chatham Parkway Toyota,"7 Park of Commerce Way, Savannah, Georgia 31405",http://www.chathamparkwaytoyota.com,Savannah,GA,Chatham County,NA,NA,NA
31419,Savannah Toyota,"11101 Abercorn Extension, Savannah, Georgia 31419",http://www.savannahtoyota.com,Savannah,GA,Chatham County,NA,http://www.savannahtoyota.com/inventory,NA
31501,Walker-Jones Toyota,"2714 Memorial Drive, Waycross, Georgia 31501",http://www.walkerjonestoyota.com,Waycross,GA,Ware County,NA,http://www.walkerjonestoyota.com/new-inventory/?,NA
31525,I-95 Toyota of Brunswick,"1000 Millenium Blvd., Brunswick, Georgia 31525",http://www.i95toyota.com,Brunswick,GA,Glynn County,NA,http://www.i95toyota.com/new-inventory/index.htm,NA
31602,Valdosta Toyota,"2980 James Road, Valdosta, Georgia 31602",http://www.valdostatoyota.com,Valdosta,GA,Lowndes County,NA,NA,NA
31707,Toyota of Albany,"2865 Ledo Road, Albany, Georgia 31707",http://www.toyotaofalbany.com,Albany,GA,Dougherty County,NA,http://www.toyotaofalbany.com/searchnew.aspx,NA
31757,Thomasville Toyota,"14724 U.S. Hwy. 19 South, Thomasville, Georgia 31757",http://www.thomasvilletoyota.com,Thomasville,GA,Thomas County,NA,http://www.thomasvilletoyota.com/inventory,NA
31793,Prince Toyota,"2013 U.S. Highway 82, West, Tifton, Georgia 31793",http://www.princetoyota.com,Tifton,GA,Tift County,NA,http://www.princetoyota.com/New-Inventory.aspx,NA
31904,Rivertown Toyota,"1661 Whittlesey Road, Columbus, Georgia 31904",http://www.rivertowntoyota.com,Columbus,GA,Muscogee County,NA,http://www.rivertowntoyota.com/new-inventory/index.htm,NA
32055,Rountree-Moore Toyota,"1232 West US Highway 90, Lake City, Florida 32055",http://www.rountreemooretoyota.com,Lake City,FL,Columbia County,NA,http://www.rountreemooretoyota.com/VehicleSearchResults?search=new,NA
32086,Beaver Toyota of St. Augustine,"2995 U.S. #1 South, St. Augustine, Florida 32086",http://www.beavertoyotastaugustine.com,Saint Augustine,FL,St. Johns County,NA,http://www.beavertoyotastaugustine.com/new-vehicles/,NA
32114,Daytona Toyota,"451 North Nova Road, Daytona Beach, Florida 32114",http://www.daytonatoyota.com,Daytona Beach,FL,Volusia County,NA,http://daytonatoyota.com/inventory/view/New/,NA
32205,Ernie Palmer Toyota,"1310 Cassat Avenue, Jacksonville, Florida 32205",http://www.erniepalmertoyota.com,Jacksonville,FL,Duval County,NA,http://www.erniepalmertoyota.com/searchnew.aspx,NA
32225,Arlington Toyota,"10939 Atlantic Blvd., Jacksonville, Florida 32225",http://www.arlingtontoyota.com,Jacksonville,FL,Duval County,NA,http://arlingtontoyota.com/new-inventory/,NA
32244,Keith Pierson Toyota,"6501 Youngerman Circle, Jacksonville, Florida 32244",http://www.keithpiersontoyota.com,Jacksonville,FL,Duval County,NA,http://www.keithpiersontoyota.com/searchnew.aspx,NA
32256,Coggin Toyota at the Avenues,"11340 Phillips Highway, Jacksonville, Florida 32256",http://www.coggintoyota.com,Jacksonville,FL,Duval County,NA,http://www.coggintoyota.com/new-inventory/index.htm,NA
32304,Legacy Toyota of Tallahassee,"3800 West Tennessee Street, Tallahassee, Florida 32304",http://www.legacytoy.com,Tallahassee,FL,Leon County,NA,http://www.legacytoy.com/inventory,NA
32401,Panama City Toyota,"959 West 15th Street, Panama City, Florida 32401",http://www.panamacitytoyota.com,Panama City,FL,Bay County,NA,NA,NA
32448,Marianna Toyota,"2961 Pennsylvania Avenue, Marianna, Florida 32448",http://www.mariannatoyota.com,Marianna,FL,Jackson County,NA,http://mariannatoyota.com/New-Inventory.aspx,NA
32505,Bob Tyler Toyota,"7201 N. Pensacola Blvd., Pensacola, Florida 32505",http://www.bobtylertoyota.com,Pensacola,FL,Escambia County,NA,http://bobtylertoyota.com/New-Inventory.aspx,NA
32547,Toyota of Fort Walton Beach,"1006 North Beal Parkway, Ft Walton Beach, Florida 32547",http://www.toyotafwb.com,Fort Walton Beach,FL,Okaloosa County,NA,http://www.toyotafwb.com/new-inventory/index.htm,NA
32609,Gatorland Toyota,"2985 North Main Street, Gainesville, Florida 32609",http://www.gatorlandtoyota.com,Gainesville,FL,Alachua County,NA,http://www.gatorlandtoyota.com/inventory/view/New/,NA
32720,Parks Toyota of Deland,"1701 S. Woodland Blvd, Deland, Florida 32720",http://www.parkstoyotaofdeland.com,Deland,FL,Volusia County,NA,http://www.parkstoyotaofdeland.com/inventory,NA
32771,David Maus Toyota,"1160 Rinehart Road, Sanford, Florida 32771",http://www.davidmaustoyota.com,Sanford,FL,Seminole County,NA,NA,NA
32792,AutoNation Toyota Winter Park,"225 North Semoran Blvd., Winter Park, Florida 32792",http://www.autonationtoyotawinterpark.com,Winter Park,FL,Orange County,NA,http://www.autonationtoyotawinterpark.com/VehicleSearchResults?search=new,NA
32811,Toyota of Orlando,"3575 Vineland Road, Orlando, Florida 32811",http://www.toyotaoforlando.com,Orlando,FL,Orange County,NA,http://www.toyotaoforlando.com/new-inventory/,NA
32837,Central Florida Toyota,"11020 S Orange Blossom Tr, Orlando, Florida 32837",http://www.centralfloridatoyota.com,Orlando,FL,Orange County,NA,http://www.centralfloridatoyota.com/new-cars/,NA
32935,Toyota of Melbourne,"24 North Harbor City Blvd, Melbourne, Florida 32935",http://www.toyotaofmelbourne.com,Melbourne,FL,Brevard County,NA,http://www.toyotaofmelbourne.com/new-inventory/,NA
32952,Mike Erdman Toyota,"1545 E Merritt Island Cwy, Merritt Island, Florida 32952",http://www.mikeerdmantoyota.com,Merritt Island,FL,Brevard County,NA,http://www.mikeerdmantoyota.com/inventory/view/New/,NA
32962,Toyota of Vero Beach,"1075 South US Highway #1, Vero Beach, Florida 32962",http://www.verobeachtoyota.com,Vero Beach,FL,Indian River County,NA,http://www.verobeachtoyota.com/searchnew.aspx,NA
33015,Headquarter Toyota,"5895 N.W. 167th Street, Hialeah, Florida 33015",http://www.headquartertoyota.com,Hialeah,FL,Miami-Dade County,NA,http://www.headquartertoyota.com/new-toyota-inventory.htm,NA
33021,Toyota of Hollywood,"1841 North State Road 7, Hollywood, Florida 33021",http://www.toyotaofhollywood.com,Hollywood,FL,Broward County,NA,http://www.toyotaofhollywood.com/new-inventory/index.htm,NA
33030,South Dade Toyota,"29330 S. Dixie Highway, Homestead, Florida 33030",http://www.southdadetoyota.com,Homestead,FL,Miami-Dade County,NA,http://www.southdadetoyota.com/new-inventory/index.htm,NA
33040,Key West Toyota,"1618 North Roosevelt Blvd, Key West, Florida 33040",http://www.keywesttoyota.com,Key West,FL,Monroe County,NA,http://keywesttoyota.com/New-Inventory-2/2015_Toyota_RAV4_Key_West_2T3ZFREV6FW176182.aspx,NA
33073,Al Hendrickson Toyota,"5201 West Sample Road, Coconut Creek, Florida 33073",http://www.alhendricksontoyota.com,Pompano Beach,FL,Broward County,NA,http://www.alhendricksontoyota.com/inventory/newsearch/New/,NA
33156,Kendall Toyota,"10943 S. Dixie Highway, Miami, Florida 33156",http://www.kendalltoyota.com,Miami,FL,Miami-Dade County,NA,http://www.kendalltoyota.com/new-inventory/index.htm,NA
33169,Toyota of North Miami,"16600 NW 2nd Avenue, Miami, Florida 33169",http://www.toyotaofnorthmiami.com,Miami,FL,Miami-Dade County,NA,http://www.toyotaofnorthmiami.com/searchnew.aspx,NA
33172,Toyota of South Florida,"9775 North West 12th Str, Doral, Florida 33172",http://toyotaofsouthflorida.com,Miami,FL,Miami-Dade County,NA,http://www.toyotaofsouthflorida.com/searchnew.aspx,NA
33186,West Kendall Toyota,"13800 SW 137th Avenue, Miami, Florida 33186",http://www.westkendalltoyota.com,Miami,FL,Miami-Dade County,NA,http://www.westkendalltoyota.com/new-inventory/index.htm,NA
33311,Lipton Toyota,"1700 W. Oakland Park Blvd, Ft. Lauderdale, Florida 33311",http://www.liptontoyota.com,Fort Lauderdale,FL,Broward County,NA,http://www.liptontoyota.com/inventory,NA
33331,AutoNation Toyota Weston,"4050 Weston Road, Davie, Florida 33331",http://autonationtoyotaweston.com,Fort Lauderdale,FL,Broward County,NA,http://shop.autonationtoyotaweston.com/Davie/For-Sale/New/,NA
33403,Earl Stewart Toyota of North Palm Beach,"1215 N. Federal Highway, Lake Park, Florida 33403",http://www.earlstewarttoyota.com,West Palm Beach,FL,Palm Beach County,NA,http://www.earlstewarttoyota.com/new-vehicles/,NA
33411,Royal Palm Toyota,"9205 Southern Blvd, Royal Palm Beach, Florida 33411",http://www.royalpalmtoyota.com,West Palm Beach,FL,Palm Beach County,NA,http://www.royalpalmtoyota.com/new-cars.aspx,NA
33415,Palm Beach Toyota,"521/561 South Military Trail, West Palm Beach, Florida 33415",http://www.palmbeachtoyota.com,West Palm Beach,FL,Palm Beach County,NA,http://www.palmbeachtoyota.com/new-vehicle-inventory.aspx,NA
33441,Toyota of Deerfield Beach,"1441 S. Federal Hwy., Deerfield Beach, Florida 33441",http://www.toyotaofdeerfieldbeach.com,Deerfield Beach,FL,Broward County,NA,http://www.toyotaofdeerfieldbeach.com/new-inventory/,NA
33483,Ed Morse Delray Toyota,"2800 South Federal Hwy., Delray Beach, Florida 33483",http://www.delraytoyota.com,Delray Beach,FL,Palm Beach County,NA,http://www.delraytoyota.com/VehicleSearchResults?search=new,NA
33543,Wesley Chapel Toyota,"5300 Eagleston Blvd, Wesley Chapel, Florida 33543",http://www.wesleychapeltoyota.com,Zephyrhills,FL,Pasco County,NA,http://www.wesleychapeltoyota.com/searchnew.aspx,NA
33612,Toyota of Tampa Bay,"1101 East Fletcher Avenue, Tampa, Florida 33612",http://www.toyotaoftampabay.com,Tampa,FL,Hillsborough County,NA,http://www.toyotaoftampabay.com/new-inventory/index.htm,NA
33614,Stadium Toyota,"5088 N. Dale Mabry Hwy, Tampa, Florida 33614",http://www.stadiumtoyota.com,Tampa,FL,Hillsborough County,NA,http://www.stadiumtoyota.com/new-inventory/index.htm,NA
33619,Courtesy Toyota,"9210 Adamo Drive, Tampa, Florida 33619",http://www.courtesytoyota.com,Tampa,FL,Hillsborough County,NA,http://www.courtesytoyota.com/new-inventory/index.htm,NA
33765,Clearwater Toyota,"21799 U.S. Highway 19 North, Clearwater, Florida 33765",http://www.clearwatertoyota.com,Clearwater,FL,Pinellas County,NA,http://www.clearwatertoyota.com/new-inventory/index.htm,NA
33781,AutoNation Toyota Pinellas Park,"8501 U.S. Hwy 19 North, Pinellas Park, Florida 33781",http://www.autonationtoyotapinellaspark.com,Pinellas Park,FL,Pinellas County,NA,http://shop.autonationtoyotapinellaspark.com/Pinellas-Park/For-Sale/New/,NA
33810,Lakeland Toyota,"2925 Mall Hill Drive, Lakeland, Florida 33810",http://www.lakelandtoyota.com,Lakeland,FL,Polk County,NA,http://www.lakelandtoyota.com/inventory,NA
33844,Miracle Toyota,"37048 Highway 27, Haines City, Florida 33844",http://www.miracletoyota.com,Haines City,FL,Polk County,NA,http://www.miracletoyota.com/searchnew.aspx,NA
33870,Alan Jay Toyota,"404 U.S. Highway 27 South, Sebring, Florida 33870",http://www.alanjaytoyota.com,Sebring,FL,Highlands County,NA,http://www.alanjaytoyota.com/new-inventory/index.htm,NA
33907,AutoNation Toyota Fort Myers,"2555 Colonial Blvd., Ft. Myers, Florida 33907",http://www.AutoNationToyotaFortMyers.com,Fort Myers,FL,Lee County,NA,http://www.autonationtoyotafortmyers.com/VehicleSearchResults?search=new,NA
33950,Palm Toyota,"1801 Tamiami Trail, Punta Gorda, Florida 33950",http://www.palmtoyota.com,Punta Gorda,FL,Charlotte County,NA,http://www.palmtoyota.com/searchnew.aspx,NA
34110,Germain Toyota of Naples,"13315 N. Tamiami Trail, Naples, Florida 34110",http://germaintoyotaofnaples.com,Naples,FL,Collier County,NA,http://www.germaintoyotaofnaples.com/searchnew.aspx,NA
34207,Gettel Toyota of Bradenton,"6423 14th Street West, Bradenton, Florida 34207",http://www.getteltoyotaofbradenton.com,Bradenton,FL,Manatee County,NA,http://getteltoyotaofbradenton.com/inventory/newsearch/New/,NA
34208,Gettel Toyota of Lakewood,"5959 East State Road 64, Bradenton, Florida 34208",http://www.getteltoyotaoflakewood.com,Bradenton,FL,Manatee County,NA,http://getteltoyotaoflakewood.com/Inventory/view/Body/Truck/New/,NA
34231,Germain Toyota of Sarasota,"7435 South Tamiami Trail, Sarasota, Florida 34231",http://germaintoyotaofsarasota.com,Sarasota,FL,Sarasota County,NA,http://www.germaintoyotaofsarasota.com/new-inventory/index.htm,NA
34285,Cramer Toyota of Venice,"900 US 41 By-Pass, South, Venice, Florida 34285",http://www.cramertoyota.com,Venice,FL,Sarasota County,NA,http://www.cramertoyota.com/new-inventory/index.htm,NA
34448,Village Cadillac-Toyota,"2431 Suncoast Blvd., Homosassa, Florida 34448",http://www.villagetoyota.com,Homosassa,FL,Citrus County,NA,http://www.villagetoyota.com/new-inventory/index.htm,NA
34471,DeLuca Toyota,"1719 S.W. College Road, Ocala, Florida 34471",http://delucatoyota.com,Ocala,FL,Marion County,NA,http://www.delucatoyota.com/searchnew.aspx,NA
34691,Sun Toyota,"3001 U.S. Highway 19, Holiday, Florida 34691",http://www.suntoyota.com,Holiday,FL,Pasco County,NA,http://www.suntoyota.com/inventory/newsearch/New/,NA
34711,Toyota of Clermont,"16851 Highway 50, Clermont, Florida 34711",http://www.toyotaofclermont.com,Clermont,FL,Lake County,NA,http://www.toyotaofclermont.com/new-inventory/index.htm,NA
34788,Phillips Toyota,"8629 U.S. Highway 441, Leesburg, Florida 34788",http://www.phillipstoyota.com,Leesburg,FL,Lake County,NA,http://www.phillipstoyota.com/searchnew.aspx,NA
34982,Bev Smith Toyota,"3350 South US Highway 1, Ft. Pierce, Florida 34982",http://www.bevsmithtoyota.com,Fort Pierce,FL,St. Lucie County,NA,http://bevsmithtoyota.com/inventory/newsearch/new/,NA
34997,Treasure Coast Toyota of Stuart,"5101 S.E. Federal Highway, Stuart, Florida 34997",http://www.treasurecoasttoyotaofstuart.com,Stuart,FL,Martin County,NA,http://www.treasurecoasttoyotaofstuart.com/inventory,NA
35046,McKinnon Toyota,"235 Price Drive, Clanton, Alabama 35046",http://www.mckinnontoyota.com,Clanton,AL,Chilton County,NA,http://www.mckinnontoyota.com/new-inventory/,NA
35150,Toyota of Sylacauga,"39765 Hwy 280, Sylacauga, Alabama 35150",http://www.toyotaofsylacauga.com,Sylacauga,AL,Talladega County,NA,http://www.toyotaofsylacauga.com/new-inventory/index.htm,NA
35215,Serra Toyota,"1300 Center Point Parkway, Birmingham, Alabama 35215",http://www.serratoyota.com,Birmingham,AL,Jefferson County,NA,http://www.serratoyota.com/new-toyota-birmingham-al,NA
35218,Limbaugh Toyota,"2200 Avenue T, Birmingham, Alabama 35218",http://www.limbaughtoyota.com,Birmingham,AL,Jefferson County,NA,http://www.limbaughtoyota.com/new-vehicles/,NA
35244,Hoover Toyota,"2686 John Hawkins Parkway, Hoover, Alabama 35244",http://www.hoovertoyota.com,Birmingham,AL,Shelby County,NA,http://hoovertoyota.com/New_Inventory,NA
35405,Tuscaloosa Toyota,"3325 Skyland Blvd, East, Tuscaloosa, Alabama 35405",http://www.tuscaloosatoyota.com,Tuscaloosa,AL,Tuscaloosa County,NA,http://www.tuscaloosatoyota.com/new-cars-tuscaloosa-al,NA
35501,Scott Crump Toyota,"3815 Hwy 78 E, Jasper, Alabama 35501",http://www.scottcrumptoyota.com,Jasper,AL,Walker County,NA,http://www.scottcrumptoyota.com/new-cars-jasper-al?page=4,NA
35603,Serra Toyota of Decatur,"309 Beltline Place, Decatur, Alabama 35603",http://www.toyotaofdecatur.com,Decatur,AL,Morgan County,NA,http://www.toyotaofdecatur.com/inventory,NA
35674,University Toyota,"122 Highway 43 South, Tuscumbia, Alabama 35674",http://www.universitytoyotaoftuscumbia.com,Tuscumbia,AL,Colbert County,NA,http://www.universitytoyotaoftuscumbia.com/new-inventory/index.htm,NA
35769,High Country Toyota,"3011 South Broad Street, Scottsboro, Alabama 35769",http://www.highcountrytoyota.com,Scottsboro,AL,Jackson County,NA,http://www.highcountrytoyota.com/inventory,NA
35816,Bill Penney Toyota,"4808 University Dr., N.W., Huntsville, Alabama 35816",http://www.billpenneytoyota.com,Huntsville,AL,Madison County,NA,http://www.billpenneytoyota.com/new-inventory/,NA
35906,TeamOne Toyota of Gadsden,"937 West Grand Avenue, Rainbow City, Alabama 35906",http://www.teamonetoyota.com,Rainbow City,AL,Etowah County,NA,http://www.teamonetoyota.com/new-inventory/index.htm,NA
35950,Sand Mountain Toyota,"9167 US Highway 431 N, Albertville, Alabama 35950",http://www.sandmountaintoyota.com,Albertville,AL,Marshall County,NA,http://www.sandmountaintoyota.com/new-inventory/index.htm,NA
36117,Reinhardt Motors,"911 Eastern Blvd., Montgomery, Alabama 36117",http://www.reinhardtmotors.com,Montgomery,AL,Montgomery County,NA,http://www.reinhardtmotors.com/inventory/new/,NA
36207,Sunny King Toyota,"2570 U.S. Hwy 78, East, Anniston, Alabama 36207",http://www.sunnykingtoyota.com,Anniston,AL,Calhoun County,NA,NA,NA
36301,Toyota of Dothan,"2285 Ross Clark Circle, Dothan, Alabama 36301",http://www.toyotaofdothan.com,Dothan,AL,Houston County,NA,http://www.toyotaofdothan.com/searchnew.aspx,NA
36330,"Bondy's Enterprise Toyota, Scion","519 Boll Weevil Circle, Enterprise, Alabama 36330",http://bondystoyota.com,Enterprise,AL,Coffee County,NA,http://www.bondystoyota.com/new-toyota-enterprise-al,NA
36526,Eastern Shore Toyota,"29732 Frederick Blvd., Daphne, Alabama 36526",http://www.easternshoretoyota.com,Daphne,AL,Baldwin County,NA,http://www.easternshoretoyota.com/searchnew.aspx,NA
36606,Springhill Toyota,"3062 Government Blvd., Mobile, Alabama 36606",http://www.springhilltoyota.com,Mobile,AL,Mobile County,NA,http://www.springhilltoyota.com/searchnew.aspx,NA
36695,Palmer's Airport Toyota,"470 Schillinger Road, Mobile, Alabama 36695",http://www.palmerstoyota.com,Mobile,AL,Mobile County,NA,http://www.palmerstoyota.com/searchnew.aspx,NA
36830,Lynch Toyota of Auburn,"170 West Creek Parkway, Auburn, Alabama 36830",http://www.lynchtoyotaofauburn.com,Auburn,AL,Lee County,NA,http://www.lynchtoyotaofauburn.com/searchnew.aspx,NA
37040,Wyatt-Johnson Toyota,"2595 Wilma Rudolph Blvd, Clarksville, Tennessee 37040",http://www.wyattjohnsontoyota.com,Clarksville,TN,Montgomery County,NA,http://www.wyattjohnsontoyota.com/new-inventory/index.htm,NA
37066,Ron Hibbard Toyota,"1435 Nashville Pike, Gallatin, Tennessee 37066",http://www.ronhibbardtoyota.com,Gallatin,TN,Sumner County,NA,http://ronhibbardtoyota.com/new-inventory/,NA
37067,Toyota of Cool Springs,"1875 West McEwen Drive, Franklin, Tennessee 37067",http://www.toyotaofcoolsprings.com,Franklin,TN,Williamson County,NA,http://www.toyotaofcoolsprings.com/searchnew.aspx,NA
